t,distance,interfering,overlap_volume,coincident_fit_hazard
0.0,0.1487514078617096,False,0.0,False
-4.25,0.14874179661273956,False,0.0,False
-8.5,0.14874906837940216,False,0.0,False
-12.75,0.1487419158220291,False,0.0,False
-17.0,0.14874684810638428,False,0.0,False
-21.25,0.14874279499053955,False,0.0,False
-25.5,0.14874520897865295,False,0.0,False
-29.75,0.14874379336833954,False,0.0,False
-34.0,0.14874376356601715,False,0.0,False
